project_name,debian_source,debian_version,debian_desc,debian_home,CVE_since_2010,CVE_page,openhub_page,openhub_name,openhub_desc,openhub_home,openhub_download,twelve_month_contributor_count,total_contributor_count,total_code_lines,main_language_name,licenses,fact_activity,fact_age,fact_comments,fact_team_size,package_popularity,implemented_in,role,direct_network_exposure,process_network_data,potential_privilege_escalation,risk_index(max = 16),risk_index components,comment_on_priority
libxdamage1,libxdamage,1:1.1.3-2,X11 damaged region extension library,,0,https://security-tracker.debian.org/tracker/source-package/libxdamage,https://www.openhub.net/projects/x,X.Org,"X.Org provides an open source implementation of the network-transparent X Window System, as well as working on the standard itself.

The development work is being done as part of the freedesktop.org community, sponsored by the X.Org Foundation.",http://www.x.org,http://www.x.org/wiki/Releases/Download,163,1196,3316063,C,BSD-3-Clause mit,Decreasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",127964,,Shared Library,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
libxdmcp6,libxdmcp,1:1.1.1-1,X11 Display Manager Control Protocol library,,0,https://security-tracker.debian.org/tracker/source-package/libxdmcp,https://www.openhub.net/projects/x,X.Org,"X.Org provides an open source implementation of the network-transparent X Window System, as well as working on the standard itself.

The development work is being done as part of the freedesktop.org community, sponsored by the X.Org Foundation.",http://www.x.org,http://www.x.org/wiki/Releases/Download,163,1196,3316063,C,BSD-3-Clause mit,Decreasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",167520,C,,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
libxkbfile1,libxkbfile,1:1.0.8-1,X11 keyboard file manipulation library,,0,https://security-tracker.debian.org/tracker/source-package/libxkbfile,https://www.openhub.net/projects/x,X.Org,"X.Org provides an open source implementation of the network-transparent X Window System, as well as working on the standard itself.

The development work is being done as part of the freedesktop.org community, sponsored by the X.Org Foundation.",http://www.x.org,http://www.x.org/wiki/Releases/Download,163,1196,3316063,C,BSD-3-Clause mit,Decreasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",103569,C,,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
libxmu6,libxmu,2:1.1.1-1,X11 miscellaneous utility library,,0,https://security-tracker.debian.org/tracker/source-package/libxmu,https://www.openhub.net/projects/x,X.Org,"X.Org provides an open source implementation of the network-transparent X Window System, as well as working on the standard itself.

The development work is being done as part of the freedesktop.org community, sponsored by the X.Org Foundation.",http://www.x.org,http://www.x.org/wiki/Releases/Download,163,1196,3316063,C,BSD-3-Clause mit,Decreasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",123786,,Shared Library,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
libxmuu1,libxmu,2:1.1.1-1,X11 miscellaneous micro-utility library,,0,https://security-tracker.debian.org/tracker/source-package/libxmu,https://www.openhub.net/projects/x,X.Org,"X.Org provides an open source implementation of the network-transparent X Window System, as well as working on the standard itself.

The development work is being done as part of the freedesktop.org community, sponsored by the X.Org Foundation.",http://www.x.org,http://www.x.org/wiki/Releases/Download,163,1196,3316063,C,BSD-3-Clause mit,Decreasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",161810,C,Shared Library,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
libxpm4,libxpm,1:3.5.10-1,X11 pixmap library,,0,https://security-tracker.debian.org/tracker/source-package/libxpm,https://www.openhub.net/projects/x,X.Org,"X.Org provides an open source implementation of the network-transparent X Window System, as well as working on the standard itself.

The development work is being done as part of the freedesktop.org community, sponsored by the X.Org Foundation.",http://www.x.org,http://www.x.org/wiki/Releases/Download,163,1196,3316063,C,BSD-3-Clause mit,Decreasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",141162,C,Shared Library,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
linux-image-amd64,linux-latest (46),3.2+46,Linux for 64-bit PCs (meta-package),,0,https://security-tracker.debian.org/tracker/source-package/linux-latest,https://www.openhub.net/projects/linux,Linux Kernel,"Linux is a free software kernel, which combined with the GNU libraries, core utils and shell form the GNU/Linux operating system.

!!!PLEASE!!! DO NOT REMOVE git://git.kernel.org/pub/scm/linux/kernel/git/tglx/history.git enlistment. It contains historical pre-2.6.12 commit data.",http://kernel.org/,,3714,14514,18036029,C,GNU_General_Public_License_v2_0_only,Stable Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",89892,,,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
linux-kbuild-3.2,linux-tools,3.2.17-1,Kbuild infrastructure for Linux 3.2,,0,https://security-tracker.debian.org/tracker/source-package/linux-tools,https://www.openhub.net/projects/linux,Linux Kernel,"Linux is a free software kernel, which combined with the GNU libraries, core utils and shell form the GNU/Linux operating system.

!!!PLEASE!!! DO NOT REMOVE git://git.kernel.org/pub/scm/linux/kernel/git/tglx/history.git enlistment. It contains historical pre-2.6.12 commit data.",http://kernel.org/,,3714,14514,18036029,C,GNU_General_Public_License_v2_0_only,Stable Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",37651,C,,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
lsb-base,lsb,4.1+Debian8+deb7u1,Linux Standard Base 4.1 init script functionality,http://www.linuxfoundation.org/collaborate/workgroups/lsb,0,https://security-tracker.debian.org/tracker/source-package/lsb,https://www.openhub.net/projects/lsb,Linux Standard Base,"The Linux Standard Base was created to lower the overall costs of supporting the Linux platform. LSB identifies and specifies the behavior of common functionality across distributions; distributions are then encouraged to stay compatible with that common base. By reducing the differences between individual Linux distributions, the LSB greatly reduces the costs involved with porting applications to different distributions, as well as lowering the cost and effort involved in after-market support of those applications.",http://www.linuxbase.org,https://www.linuxfoundation.org/collaborate/workgroups/lsb/download,6,61,4888477,C,Artistic_License_2_0 BSD-3-Clause GNU_Free_Documentation_License gpl,Stable Y-O-Y development activity,"Mature, well-established codebase",Very few source code comments,Average size development team,169871,"sh, bash, ksh, tcsh and other shells",Need an extra tag,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
lsb-release,lsb,4.1+Debian8+deb7u1,Linux Standard Base version reporting utility,http://www.linuxfoundation.org/collaborate/workgroups/lsb,0,https://security-tracker.debian.org/tracker/source-package/lsb,https://www.openhub.net/projects/lsb,Linux Standard Base,"The Linux Standard Base was created to lower the overall costs of supporting the Linux platform. LSB identifies and specifies the behavior of common functionality across distributions; distributions are then encouraged to stay compatible with that common base. By reducing the differences between individual Linux distributions, the LSB greatly reduces the costs involved with porting applications to different distributions, as well as lowering the cost and effort involved in after-market support of those applications.",http://www.linuxbase.org,https://www.linuxfoundation.org/collaborate/workgroups/lsb/download,6,61,4888477,C,Artistic_License_2_0 BSD-3-Clause GNU_Free_Documentation_License gpl,Stable Y-O-Y development activity,"Mature, well-established codebase",Very few source code comments,Average size development team,154210,Python,,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
make,make-dfsg,3.81-8.2,An utility for Directing compilation.,http://www.gnu.org/software/make/,0,https://security-tracker.debian.org/tracker/source-package/make-dfsg,https://www.openhub.net/projects/make,GNU Make,Make is a tool which controls the generation of executables and other non-source files of a program from the program's source files.,http://www.gnu.org/software/make/,,10,48,37738,C,gpl,Decreasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Large, active development team",109292,C,,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
man-db,,2.6.2-1,on-line manual pager,http://man-db.nongnu.org/,0,https://security-tracker.debian.org/tracker/source-package/man-db,https://www.openhub.net/projects/man-db,"man-db, the on-line manual database","man-db is an implementation of the standard Unix documentation system accessed using the man command. It is used by several popular GNU/Linux distributions, including Debian, Fedora, SuSE and Ubuntu.",http://man-db.nongnu.org/,http://savannah.nongnu.org/files/?group=man-db,8,40,188734,C,gpl,Stable Y-O-Y development activity,"Mature, well-established codebase",Well-commented source code,"Large, active development team",168908,C,,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
module-init-tools,kmod,9-3,transitional dummy package (module-init-tools to kmod),,0,https://security-tracker.debian.org/tracker/source-package/kmod,https://www.openhub.net/projects/kmod,kmod,"Library and programs to manage Linux Kernel Modules.

This project consists of a library (libkmod) that does the same work as traditional module-init-tools (m-i-t) but is easily usable by other programs that may need to check or load kernel modules, such as udev, systemd, iptables, ...

The provided programs try to mimic m-i-t equivalents 1-to-1 and could be used as drop-in replacements in most cases.",http://git.profusion.mobi/cgit.cgi/kmod.git/,http://git.profusion.mobi/cgit.cgi/kmod.git/,15,60,17607,C,lgpl21_or_later,Increasing Y-O-Y development activity,Well-established codebase,Average number of code comments,"Large, active development team",157383,C,,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
netbase,,5.0,Basic TCP/IP networking system,,0,https://security-tracker.debian.org/tracker/source-package/netbase,,,,,,,,,,,,,,,169861,,Application Data,1,0,0,3,"Website points: 1, CVE: 0, 12-month contributor: 2, Popularity: 1, Language: 0, Exposure: 2 , Data only: -3",
pciutils,,1:3.1.9-6,Linux PCI Utilities,http://atrey.karlin.mff.cuni.cz/~mj/pciutils.shtml,0,https://security-tracker.debian.org/tracker/source-package/pciutils,https://www.openhub.net/projects/pciutils,pciutils,"PCI utilities for many *nix systems and hopefully even Windows: lspci and setpci, for now.",http://mj.ucw.cz/pciutils.shtml,,7,36,10999,C,gpl,Increasing Y-O-Y development activity,"Mature, well-established codebase",Few source code comments,"Large, active development team",168202,,Program,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
python-apt,,0.8.8.2,Python interface to libapt-pkg,,0,https://security-tracker.debian.org/tracker/source-package/python-apt,https://www.openhub.net/projects/python-apt,python-apt,"python-apt provides Python bindings for libapt, the backend to Debian's Advanced Package Tool.",http://sourceforge.net/projects/python-apt,,6,37,15852,C++,gpl,Decreasing Y-O-Y development activity,"Mature, well-established codebase",Few source code comments,Average size development team,152644,,,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
